26.73812,29.163583,24.047443
19.533531,17.492567,19.625494
70.253324,73.920075,61.636517
28.189907,29.459028,26.2053
17.465797,16.129647,17.412019
70.688423,74.863875,61.622144
70.2395820000003,75.5587326666671,61.0005133333334
3.801256,2.50416466666667,4.65033733333333
26.281157,28.751958,23.726546
19.763731,17.63498,19.866714
69.990952,73.898213,61.465913
28.034671,29.189192,25.916898
17.558251,16.127773,17.533567
70.630951,74.736765,61.404671
20.7616194629463,22.8545903539304,18.3054603861925
52.980822537054,55.04798564607,47.1050029471409
26.108741,28.541149,23.525008
20.09107,17.882017,19.928581
69.802607,73.577159,61.251252
27.921914,28.923729,25.814411
17.554191,16.285802,17.514819
70.454475,74.693666,61.236879
15.9238821554071,17.2487028243896,17.9202876466167
57.6490605112599,60.3548891756108,47.3849810200501
25.81045,28.209788,23.16724
20.32533,18.114063,20.144804
69.614887,73.566228,61.066588
27.707331,28.72104,25.749107
17.688187,16.494737,17.586373
70.346715,74.452875,61.069713
11.4347691330481,11.1684014974162,12.1355447302003
62.0525895336189,66.4318591692508,52.9537079364665
25.478113,27.87468,22.936019
20.275667,18.199011,20.332593
69.514936,73.332932,60.805683
27.262237,28.515227,25.325722
17.617909,16.257069,17.586373
70.17836,74.367303,60.881611
6.28804909715737,5.27045471581059,7.49958691479388
67.1260135695096,72.1376326175231,57.4688484185395
25.158895,27.602346,22.674489
20.505554,18.364535,20.384462
69.487762,73.165222,60.703821
27.017045,28.259446,25.207299
17.979607,16.664009,17.803846
69.880069,74.085287,60.665388
53.4973939655881,53.8623864181355,45.089450228031
19.8117193677455,23.4503402485316,19.7814964386357
24.789389,27.160428,22.30391
20.787291,18.736184,20.584749
69.111696,72.977212,60.483848
27.069207,28.160444,25.040757
17.889963,16.586244,17.794159
69.785741,73.948807,60.541653
47.0169874712245,49.6040088212684,40.6765440233412
26.1646871954425,27.5600578453986,24.0327559766589
24.56325,26.895589,22.153929
20.907857,18.786778,20.550691
69.015806,72.856972,60.406045
26.7781,27.892482,24.873591
17.965551,16.64933,17.843216
69.687664,73.933504,60.290747
56.7595750702581,59.6350090803265,45.4523958557324
16.2815449297422,17.4568115863406,19.1194221442677
24.351479,26.65511,21.933019
20.995626,18.887654,20.785349
68.842141,72.726114,60.115144
26.630048,27.831581,24.7986
17.975859,16.689618,17.807595
69.491198,73.914453,60.18701
35.6479921573339,40.7960636080564,30.4009598724502
37.2638145093331,36.1570890586106,34.0975327942166
24.181562,26.420566,21.7846
21.113693,18.995401,20.912209
68.720014,72.713622,59.92298
26.487305,27.466179,24.664867
18.216053,16.865761,17.874462
69.262872,73.674912,60.053589
50.008446963161,53.1112501950151,40.5673661707204
22.8111150368393,23.7096924716519,23.7571898292797
